,Папка,Image,Предсказанный класс,Вероятность предсказания
339,other/,fccae5d4-5fb1-4b19-b634-b590f1988788.png,other,100.0
340,other/,9313b023-9311-498a-8a64-b40d920ab053.jpg,other,100.0
341,other/,2a3a7363-8163-4ad9-87ab-dd32fe3fc11f.jpg,other,99.96
342,other/,6824ec4b-722e-4f23-9ac3-823f7dc91147.png,other,100.0
343,other/,34b50e10-efa2-4b64-83a5-a4c2eba6dcde.jpg,other,100.0
344,other/,8649e509-fd93-41fc-8a11-cd43724feb9d.png,other,100.0
345,other/,834def03-35f7-45a8-9991-2beb43079486.jpg,other,100.0
346,other/,aed82cc4-f95c-41c5-acf3-bc985aa0c4a1.png,other,99.98
347,other/,1e61cee4-5154-4519-9aa3-fbba61b921ca.png,other,99.99
348,other/,9be8513f-51f7-4f7e-b146-cbb1eb431ba8.png,other,99.26
349,other/,55a7697a-ca1a-4232-ac12-0b1ef1cfc018.png,other,100.0
350,other/,fdd1d6f6-baae-42ea-99ba-d205f4ba9557.png,other,100.0
351,other/,3b79fc27-911d-4ba5-a87f-8f812424ee13.jpg,other,100.0
352,other/,f6c43e81-fb25-4ec1-bd5f-0cdb1129b021.jpg,other,100.0
353,other/,91a53694-66f8-4dc5-a69e-12b4ea836b8c.jpg,other,100.0
354,other/,56dab325-67fc-404b-bc8f-5901a07be58d.png,other,100.0
355,other/,0b5a1f9e-df03-452e-bc3f-4c017c12b469.jpg,other,100.0
356,other/,fafbd788-653b-4822-8ed2-e87cc8d2846d.jpg,other,100.0
357,other/,b72d7919-d670-4755-ae34-15860a3dd915.jpg,other,100.0
358,other/,c00f4da6-3471-42bc-85c7-a4f61c1ff7d8.png,other,100.0
359,other/,6044846c-0713-4cc3-b681-55e2a69bd6ff.jpg,other,100.0
360,other/,efe3db9d-ab20-4678-b5e2-c9aa636d24df.png,other,99.98
361,other/,3bc0df50-40c0-42f4-9c27-22beaab93f20.png,other,100.0
362,other/,907ae14c-8994-4b83-8460-b3a3176c53ba.jpg,other,100.0
363,other/,53717b20-ba1f-4e5f-9c60-28fe197e3646.jpg,other,100.0
364,other/,3013ea47-a670-4c3e-9700-f3541d67de87.jpg,other,99.99
365,other/,eebe5992-c015-4513-b0d3-38549dc8b936.jpg,other,100.0
366,other/,76a6136a-caf8-4710-ac5b-9cee43e3406c.png,other,100.0
367,other/,a3ce6cea-ea44-41ed-8204-2d94093e5c4f.png,other,100.0
368,other/,4eec7d83-2988-4103-aa1d-a023e2c0d3ad.jpg,other,100.0
369,other/,39093e7e-97c6-46f7-a9e4-344304833fc0.jpg,other,100.0
370,other/,bf3952a7-76f9-401f-97e8-d18efd02d7ae.jpg,other,100.0
371,other/,75873f8d-06fc-4b8e-a8cc-5e1910a53b12.png,other,100.0
372,other/,329fe81a-96d4-43cd-9d19-79f447db1af4.jpg,other,100.0
373,other/,5d0937ce-a40b-4788-9267-e01e2e261c17.png,other,100.0
374,other/,f63fd841-9584-4876-b241-a06d490b801d.png,other,100.0
375,other/,429f0e55-2e99-45a5-8d1e-de73c15821e1.jpg,other,100.0
376,other/,868faa38-2820-44b7-be86-710e15e6b6a9.jpg,other,100.0
377,other/,242bd5ee-c6ab-4ae5-8490-89c14a963398.png,other,100.0
378,other/,cb6ddf97-8157-46d2-b688-82f731d39b69.jpg,other,100.0
379,other/,9a765bdf-0561-4da1-b1a0-ab302e702f6c.jpg,other,100.0
380,other/,1daa58d1-a8d6-44d3-9291-637f3e7512fb.png,other,100.0
381,other/,2b4f962d-283a-496e-ba8f-75addc0c920f.png,other,100.0
382,other/,043cb095-8b4c-4e85-89a3-867955545b37.jpg,other,100.0
383,other/,03bd0716-bc92-4075-8e8c-b74e1498e321.jpg,other,100.0
384,other/,6132c7e3-4b8b-4540-945c-9f73f6d78b6a.jpg,other,100.0
385,other/,be659c09-fe45-4b1d-a70e-64e66b83bf51.jpg,other,100.0
386,other/,0a07d50e-8590-48c8-8c1b-dbd8813459d2.jpg,other,99.7
387,other/,620d922c-db35-49d5-95e7-21ec4df7acb3.png,other,100.0
388,other/,58469ea8-ee35-4e57-bf32-f6afd92f588b.jpg,other,100.0
389,other/,455a0235-13a1-4683-830c-dccfe5b15a1d.png,other,100.0
390,other/,74482518-cc32-46ec-af77-b4665f86a2a9.png,other,100.0
391,other/,a3dce16e-3e6c-4a19-8e61-49e74956625a.jpg,other,100.0
392,other/,4b24529a-414b-4799-8718-e845f116ea89.png,other,100.0
393,other/,46a94c0a-ddd8-4af3-afaa-e86a2d160fb4.jpg,other,99.9
394,other/,9d971c91-1afa-49d2-8538-a6cd7987e443.png,other,100.0
395,other/,c08a5e96-75a9-49c3-a058-dd012a8af95c.png,other,99.99
396,other/,57371202-b734-490d-b578-e8325fd64f85.jpg,other,100.0
397,other/,c5206989-4c9e-4596-bd86-7a0e5a564b76.jpg,other,100.0
398,other/,bfb371f0-4888-4a98-9555-f7f8e576adc0.png,other,100.0
399,other/,11d4bb76-b814-4a67-8e97-5c635a17fcaf.png,other,100.0
400,other/,1837d1b7-95b1-48b3-a4ca-958b1308d9b7.png,other,100.0
401,other/,f1b0cab4-dbfd-4a47-935e-69589696fbd1.jpg,other,100.0
402,other/,deafea87-52e3-4c9d-bb7a-f85583cd5e8e.jpg,other,100.0
403,other/,a023a971-9122-41c5-9ca1-0cafdf9c9ad0.jpg,other,100.0
404,other/,995d1601-dd75-4f70-9fa2-0dae3c7a1c49.jpg,other,100.0
405,other/,21841075-6b25-4e24-9c53-9eeec974e8ca.jpg,other,100.0
406,other/,a8d2fe95-fb51-4f3a-b806-63ca61439d80.jpg,other,100.0
407,other/,f094bb71-2834-4f7d-bae8-130f816378c2.jpg,other,100.0
408,other/,88f18988-2066-4772-a33d-c174f63110e2.jpg,other,99.88
409,other/,39129a5f-35b0-4657-94a9-2919aad39633.jpg,other,100.0
410,other/,c2e2d7ff-dbba-4b64-8932-16e7f3855bda.jpg,other,100.0
411,other/,a6602d09-2a6d-4d6b-a049-1fd73efca695.png,other,100.0
412,other/,bbdbbaeb-07a7-4360-817e-86c9f458a501.png,other,99.99
413,other/,dbb8c7c5-c7df-4422-b328-8138761a4336.jpg,other,100.0
414,other/,4594a4a2-faeb-42af-a7af-7555cddb2c70.jpg,other,100.0
415,other/,c32803a2-814c-4d0b-b73b-55cdb4c9858e.jpg,other,100.0
416,other/,115f2653-07e2-41c4-8bc2-77a9921f026a.jpg,other,100.0
417,other/,700f0fea-76c2-4dc2-a80c-2185270ba2e4.jpg,other,100.0
418,other/,50d919b6-8e58-448f-9446-c02555879268.jpg,other,100.0
419,other/,535dd67e-d8e3-46f0-8f85-53a8cd841793.jpg,other,100.0
420,other/,1a7c828f-82e3-4fe9-bfba-71e23539c11a.png,other,100.0
421,other/,f6e52b39-e8de-4ac4-bfc1-a26742228bd4.jpg,other,100.0
422,other/,5393e652-1919-4a2b-93ea-308156a7b922.png,other,100.0
423,other/,84d7f499-17a2-4f90-9958-f2407eb1b10e.png,other,100.0
424,other/,08c482d2-a05b-4db4-85b4-a9871f899165.png,other,100.0
425,other/,6455baaf-f845-40c8-a6aa-5ee6be219077.png,other,100.0
426,other/,a41cc4f3-0f85-4e90-afc6-0e2d6058f41d.jpg,other,100.0
427,other/,5a2fd00a-05ce-4197-aaf8-9f52a821a94f.png,other,98.95
428,other/,7bbc3b30-aac1-48f5-b3a8-5e78a4998544.png,other,100.0
429,other/,b8ea77f6-7422-4d40-850f-6ad4c4bd5e38.jpg,other,99.97
430,other/,477fe951-8b14-4e64-9179-cc88b2b8c4fb.png,other,100.0
431,other/,f86e2572-ce66-4294-9f6c-eba3854a0a1f.png,other,100.0
432,other/,f0195d8c-5e0f-4530-804a-294caecda9fc.png,other,100.0
433,other/,f4f7a8a4-849b-4081-882b-46a7aa7a5af4.jpg,other,99.97
434,other/,a77323b1-9bec-456e-ada6-abf60a4f1688.png,other,100.0
435,other/,11c86634-911b-41f4-9e5e-6308dcc50347.jpg,other,100.0
436,other/,c4391560-5b71-42f6-83b3-9838730a60fa.png,other,100.0
437,other/,0798783c-8567-4b01-91d8-680f6a8018e6.jpg,other,100.0
438,other/,3b84bcf3-5daa-4988-91c8-60f9945f2ffc.jpg,other,100.0
439,other/,f2755a59-e06e-497d-8895-b75388415fce.jpg,other,100.0
440,other/,0160dcf0-db97-4f04-9e62-161211cd8d1c.jpg,other,100.0
441,other/,412e322d-87e6-48ee-9d2a-f56d4b6054c4.png,other,100.0
442,other/,1cbe7ec5-76a3-4aa7-8c45-7e774e77f299.jpg,other,100.0
443,other/,4efce452-4bc3-412d-a966-73fe238d63c5.jpg,other,100.0
444,other/,26b6c959-aa74-411d-a639-d501abfcfcbb.jpg,other,100.0
445,other/,b0a2c233-eb3a-48e6-8540-a4c4455d2d41.png,other,100.0
446,other/,bb03d7f1-6057-4c8d-8aab-cc26995ea19e.jpg,other,100.0
447,other/,cffa0359-cc2a-4f8e-9f0a-a647407ee798.png,other,100.0
448,other/,126e2225-1a2c-4d4e-9fd8-ec52c9a2e9ba.jpg,other,100.0
449,other/,bac581d2-c9c8-462f-aaa2-7442dd500ccc.png,other,100.0
450,other/,daafedcc-afdb-47e8-a028-b265a08ae4d1.png,other,99.99
451,other/,8a84a713-be5e-4603-ab64-49be9a06a413.png,other,100.0
452,other/,e89613d8-cae2-4a23-81b3-5ee05300ebe5.png,other,100.0
453,other/,12f39989-a1b2-41b9-bb62-11071a459b6c.png,other,100.0
454,other/,57331f56-2ce5-4f26-b481-de4da4976548.png,other,100.0
455,other/,3c52e1ca-6668-45f3-b162-1f1c8dbd0c50.jpg,other,100.0
456,other/,36289bec-5fcf-4078-9654-ef634fbe0b4f.png,other,100.0
457,other/,96183d71-b665-4923-b4d0-b3878f20a4e7.png,other,98.37
458,other/,4f88f0dc-5c52-44f5-90cb-f97badad1711.png,other,100.0
459,other/,f8b0f537-973f-4b15-ba60-0063b286e0a8.jpg,other,100.0
460,other/,9db14c90-b567-4421-8c0c-a964c4eb640c.jpg,other,100.0
461,other/,b22c2989-3dff-4d42-9c61-5c439544c29e.png,other,99.98
462,other/,7ab41271-35eb-4530-94a3-11897c56f909.jpg,other,100.0
463,other/,3568f1e4-5068-4eaa-9cc7-2d6bc7d4bc0e.png,other,100.0
464,other/,a800a031-f935-4a6e-a6e7-0f107dbb6be5.jpg,other,100.0
465,other/,8b6042f1-0aa4-4dc1-8a98-fb0350fd09af.jpg,other,100.0
466,other/,592d64cf-8c01-4c60-9028-27bb5d146d3d.jpg,other,100.0
467,other/,05da7e40-ecb6-4602-8993-217156c7f1c8.jpg,other,100.0
468,other/,ef4674c1-8af8-48bb-aa67-7e9aa9411f8a.png,other,100.0
469,other/,7147a742-4e3b-423a-8040-be77b4a29d05.jpg,other,99.99
470,other/,81d877e1-7ac6-4208-ab8d-d4783d4e15e2.jpg,other,100.0
471,other/,eb154512-e198-4330-9122-3377e1a50d74.png,other,100.0
472,other/,49521fcd-5329-4d0f-84ea-a04f0f883e7b.png,other,100.0
473,other/,33af2092-8f38-4fde-b036-0aeac84239a2.png,other,100.0
474,other/,581804c9-2105-4873-90b0-463a4a4b15dd.png,other,100.0
475,other/,c7b66be8-7de0-46da-96a6-afc98ba4de6d.jpg,other,100.0
476,other/,2d343d64-a71a-4c3a-8c9b-3bc9bf32f9e9.png,other,100.0
477,other/,383e8626-e672-45d7-a7d9-9cf2e30269e2.png,other,100.0
478,other/,b79e6054-5409-4a1b-9b13-85f5f4d8e105.jpg,other,100.0
479,other/,def8dea5-4c9f-40af-83fc-822ea343272c.png,other,99.99
480,other/,4a9e5437-5e31-48b5-abeb-a8d69b51c2c4.jpg,other,100.0
481,other/,64e097ea-ab72-4e04-8ac1-ed6aa2805f8e.png,other,100.0
482,other/,25898d6f-1eca-491c-bce7-77f670469b44.jpg,other,100.0
483,other/,e49c35b2-2bf3-4b4e-8ccd-279f1992a827.jpg,other,100.0
484,other/,e2e910f0-e2dd-4942-83da-5884f4426ab7.jpg,other,100.0
485,other/,921b6a89-bfd4-4e67-a012-6634f53fbb7e.png,other,100.0
486,other/,4237478f-0d2c-4160-a9e9-e7e855959743.jpg,other,100.0
487,other/,db1381e3-2bbd-4128-bb5c-f94ee520ceef.png,other,99.95
488,other/,db54bfdb-e22e-4af8-82e2-dd0cb6c6e9f8.jpg,other,99.99
489,other/,025120f2-a3cf-46e8-b674-7e8f0f0376a5.png,other,100.0
490,other/,37e628cc-3ba6-4f5d-b8ce-98ac29927e72.png,other,99.93
491,other/,a31754fd-88df-4ce8-b8af-2f580f88a21b.png,other,100.0
492,other/,72e1b72a-bafa-4ff5-9440-e01b8f77a303.png,other,100.0
493,other/,7906ee86-aef7-48ab-8c3c-750dbdeef336.png,other,100.0
494,other/,759cd372-6140-406c-bfd9-fc81840da54b.jpg,other,99.99
495,other/,c51e23ed-9635-4347-90d9-281e68278763.jpg,other,100.0
496,other/,a343c025-884b-4bd7-8d46-61af5ca57cb3.jpg,other,100.0
497,other/,de03b68d-43fb-48c6-9413-ca199694378a.jpg,other,100.0
498,other/,c2d02f98-c133-4d54-b3b9-706d0702a1b0.png,other,100.0
499,other/,83691ebe-0937-439e-bfc0-8d8aa1388deb.jpg,other,100.0
500,other/,02a81268-ff49-4b40-808a-9ea1be48a0c3.png,other,99.98
501,other/,0cbbc89e-e763-4988-bee2-261e8a93a218.png,other,100.0
502,other/,e9a1c43a-60f6-4ce9-9289-963e363956a4.jpg,other,99.99
503,other/,96bb49cb-3a9a-482e-be9a-b76296ae99d7.png,other,100.0
504,other/,82148090-7c92-4a90-9f32-ac6fada90d55.png,other,100.0
505,other/,83889ff3-15e2-43f3-ae0d-de920a9f90d7.png,other,100.0
506,other/,bff299b7-6c45-4a0f-bb9f-6b667b4d9130.jpg,other,100.0
507,other/,166b2fcf-f07c-40c9-93b2-c4783ae2ca78.png,other,99.98
508,other/,fb34585c-c626-4635-93fc-8c12a159683b.png,other,100.0
509,other/,d6a270ba-1e3c-4924-af59-961c3d8a862b.jpg,other,99.72
510,other/,bac46ea4-06cc-40f0-9fed-10d887967065.jpg,other,100.0
511,other/,a21bacdf-2d5e-4f59-a153-7666386436ca.png,other,100.0
512,other/,8ba0332f-c2e9-45e8-b081-87d5255617dc.jpg,other,100.0
513,other/,f9916289-a12f-4f0f-a482-d3165283ca33.png,other,100.0
514,other/,6cda18d2-1e4d-49d8-a48b-762c2c40f5a2.jpg,other,100.0
515,other/,b335541e-4691-45fc-9711-9e9277aa7365.jpg,other,100.0
516,other/,36c34a20-4fb3-4377-85e6-f60c3ef20ace.jpg,other,100.0
517,other/,06cec869-4cac-4636-8b49-bde16d563a22.png,other,100.0
518,other/,5cc2dc45-f2d9-4355-a785-5d91b8972c05.jpg,other,100.0
519,other/,93047803-0f7f-4263-9742-4a8ad718f283.jpg,other,100.0
520,other/,a90e046f-4d3d-4386-bd6d-9afd8d3778ca.jpg,other,100.0
521,other/,aa9fc47a-a5f0-4210-ae65-2d7ce180b0e8.jpg,other,99.95
522,other/,b27e46a0-01e9-4ba8-8c86-732a5f5c38d6.jpg,other,99.99
523,other/,1e183cb2-50e2-44b9-906b-8e9b01f57db3.png,other,100.0
524,other/,cf9a5cdc-6bfe-451a-ac46-64638f930730.png,other,99.99
525,other/,b223a39c-a7b0-48dd-9d19-267c11efc29b.png,other,100.0
526,other/,48147bd1-ab5f-4706-8456-21f2fd1d5b29.jpg,other,100.0
527,other/,3cedaa64-9c0b-4fab-b34f-c1ad8dd8197a.png,other,100.0
528,other/,fc5ef195-d838-4aea-a0b6-71bd97d52fed.jpg,other,100.0
529,other/,f1a003ed-2f03-4efb-93c6-036ef75fc0e3.png,other,99.66
530,other/,475ee588-123c-4380-9f48-970da19398d6.jpg,other,100.0
531,other/,a7c1281c-3809-4016-a119-953e8e663005.png,other,100.0
532,other/,7299d238-032e-4256-8a28-0d92dd1056d7.jpg,other,100.0
533,other/,f7c2b507-5672-45a2-8f89-8e31b4a45811.jpg,other,100.0
534,other/,1ea16e6c-bb0c-4ed4-bd48-57b1de6ae635.jpg,other,100.0
535,other/,81a86573-0398-46e4-912a-7154fc6bcefc.jpg,other,100.0
536,other/,53a9cbbc-33e4-465c-acf5-214532aafb3d.png,other,100.0
537,other/,e617ef36-9835-44d1-b156-9ee98dc275a4.jpg,other,100.0
538,other/,8be864c5-6f07-4d8e-b7af-34e25927f0c3.jpg,other,100.0
539,other/,991d0c26-15d0-49b0-a65a-5e74c63a40d4.jpg,other,100.0
540,other/,cc53021b-07dd-4c72-a9ca-a1fb068e319a.jpg,other,100.0
541,other/,752c16df-0c11-4fbe-98d8-6143d52f518d.jpg,other,100.0
542,other/,5f207129-0473-4a3c-bf26-1d882f480c7b.jpg,other,100.0
543,other/,e6337649-136a-4c5f-80f5-8c9bb83abbe7.png,other,100.0
544,other/,fbe99afc-2ad2-428a-b93c-b0f86650a579.png,other,100.0
545,other/,4d2ab956-af90-413c-bf52-3c2bbd45778b.png,other,100.0
546,other/,ad3ada3d-2215-4324-b741-31851e537839.png,other,100.0
547,other/,ea89610a-75bc-4fa0-95e8-9804918231fd.png,other,100.0
548,other/,592c980b-15c8-4a06-93a5-8db9248a828c.png,other,100.0
549,other/,7a4b74e4-9429-45f5-b9f5-f2dbc2a907c9.jpg,other,99.99
550,other/,ba299a35-b39d-4d5b-a5f1-eb3c74a433b6.jpg,other,100.0
551,other/,e25db27b-54e5-46b9-b0d2-6ea99e789ece.png,other,100.0
552,other/,88889c3b-9d59-46c5-b6d3-4fae601f587d.jpg,other,100.0
553,other/,5958c63a-bfa9-448d-857f-3abaf2180a28.png,other,99.94
554,other/,f3c68e35-49ab-460d-8af1-70358370d14d.png,other,100.0
555,other/,196d0b31-d224-4f7e-8b68-197dcb469516.png,other,100.0
556,other/,b11d964b-8024-42c2-ab28-5e8a91421d63.png,other,100.0
557,other/,e279e8a1-3c3e-4bed-899b-6ce29bbf7a1a.png,other,100.0
558,other/,0f679b2a-43e2-4653-af4a-cb6cba095543.png,other,100.0
559,other/,a21c0716-2763-46f0-a2b5-80c82d34d2c1.png,other,100.0
560,other/,4d142836-5443-40de-8de5-0d272145d404.jpg,other,100.0
561,other/,de09a2ef-05e2-4ea4-87a7-25971f2b2d3f.png,other,100.0
562,other/,c17f34a0-08b2-437b-af8e-6c3be14b5f5a.jpg,other,100.0
563,other/,02531c38-afd4-4be8-909c-291a451df0f1.png,other,100.0
564,other/,2e63ca4a-c34f-4016-9cf8-b254c3ce3d62.png,other,100.0
565,other/,5379a975-7891-4fe2-8b38-387858fec848.jpg,other,100.0
566,other/,92060555-b41b-41a0-bb2a-ab3b6f41c066.jpg,other,100.0
567,other/,ba002c3e-1196-48dc-a00c-04338105ae8c.png,other,100.0
568,other/,f0edff85-d287-4ddb-a4f1-7f7d6f2ecdbc.jpg,other,100.0
569,other/,a35b4278-26a9-42dc-8d04-fa8ef3866d2f.png,other,100.0
570,other/,fceff4e9-953d-4913-b623-86320850bcb5.jpg,other,100.0
571,other/,83759de8-3069-4673-9b45-cc252cad88e0.jpg,other,100.0
572,other/,5d89997c-5a8d-4171-b5d8-3c0f526f7ea8.png,other,99.99
573,other/,b67f2816-aa24-4ca7-9d62-72a7c6b3bdfa.jpg,other,100.0
574,other/,d9cf577f-88d5-4c33-b6fe-1caa7323af5d.png,other,100.0
575,other/,afb3d761-46b5-4f8e-a71d-a7050f469733.png,other,100.0
576,other/,c03f2ea5-6ac5-4925-b98e-a145eef5cdb4.png,other,100.0
577,other/,79c8c5fb-d2c7-474e-a98f-47861cfeb8d9.jpg,other,100.0
578,other/,42632f9f-89c6-4897-8168-41cafe8b48e8.png,other,99.99
579,other/,8d0476ac-36e4-4029-8a53-d46f87d165b2.png,other,100.0
580,other/,6d4f8e40-b19a-413a-ac6e-6667d692d432.png,other,100.0
581,other/,edf66adb-5ec7-42cc-bf95-02edcc6706ae.png,other,100.0
582,other/,4f9e1b82-80fc-401b-8038-27fc8b8a3d4b.png,other,100.0
583,other/,4d0258c0-9331-4731-95dc-47712360a2f0.png,other,100.0
584,other/,553754ee-d535-4210-9ac7-d42ee7ee00af.jpg,other,100.0
585,other/,a3999808-67df-4ff2-b37f-a1c14667d517.png,other,99.81
586,other/,6cd73d21-f274-42c1-ae64-4713283adedf.png,other,100.0
587,other/,071250da-b5bd-4891-8f56-50ee233bd751.jpg,other,100.0
588,other/,a72db49c-413a-4f60-b332-6b1c5ebdad85.jpg,other,100.0
589,other/,22be97ff-31f1-47e5-8cc5-09472cde9e52.jpg,other,100.0
590,other/,d2fb5b63-19b5-472e-b9b8-771dd6bd3a74.jpg,other,99.99
591,other/,446e9556-52fe-419d-83a3-a0ee6bb828d7.png,other,100.0
592,other/,acc9dd48-3989-4012-bfb7-3e0348043da0.png,other,100.0
593,other/,e01f516b-a00f-4a61-85d6-2e9ce648aa99.jpg,other,100.0
594,other/,ddcfb8a4-5ac1-48fd-b9fb-179800b9d4ab.jpg,other,100.0
595,other/,c318f7a8-2688-4288-a3eb-10462f993edf.png,other,100.0
596,other/,dcc12d3a-8136-434d-b43c-1f9ae3c7a8f4.jpg,other,100.0
597,other/,9d7e41b7-c512-4799-a0fd-e4c3acc6bc67.jpg,other,100.0
598,other/,77814c55-d55d-41e1-8501-0f3248cad0ee.jpg,other,100.0
599,other/,e5888a23-952d-487d-ad17-7bccd07fde6a.png,other,99.98
600,other/,5fe8a802-a89e-4f19-b29e-45041c1184a6.png,other,99.99
601,other/,ca8704d3-1e97-4c06-9f45-f628aa5faec8.jpg,other,100.0
602,other/,4151859c-eafd-4a21-8f92-3e18a4a23117.jpg,other,100.0
603,other/,d6798f98-8822-43ef-80b2-fb1226b4c43a.png,other,99.98
604,other/,6ae78c35-4b10-4b26-aea4-366f05e00260.png,other,100.0
605,other/,4e45638f-faeb-4054-b9e9-74e5f2d314dd.png,other,100.0
606,other/,120daf6b-b4dd-49fe-a4f5-8347635d83e9.jpg,other,100.0
607,other/,17d183e8-ea0a-4ba7-bbc1-36bbb6a3d044.png,other,99.97
608,other/,cdda9569-5f24-48c5-9b53-c7a02802107f.png,other,100.0
609,other/,722e4c86-0659-4583-b56a-1fa1257fe587.png,other,100.0
610,other/,5c1deecd-e564-4a42-ad84-abc0dde08d26.jpg,other,100.0
611,other/,e73f2612-a654-4e40-a315-fe8d88670794.png,other,100.0
612,other/,2c596c1e-a909-4ee3-b3cf-18c3302addcb.jpg,other,100.0
613,other/,03b733b8-d044-44c1-bb6b-043edd82e588.jpg,other,99.97
614,other/,4151a409-d088-4123-a2a5-78b7c507ba24.png,other,100.0
615,other/,0d0dc35b-c109-4f77-9a2d-f75d6ae12670.jpg,other,100.0
616,other/,6368af8d-27b9-42ea-a15a-d851d5e203b3.png,other,100.0
617,other/,0012c20d-301c-4837-94da-0c03de26d90f.jpg,other,100.0
618,other/,a90e3df7-1929-4053-97f3-34e2ee9553a5.jpg,other,100.0
619,other/,006868da-fded-43b3-9c3c-e4f14c141dfe.jpg,other,100.0
620,other/,a7c1da06-adfd-4d1d-bf31-588427412b1e.png,other,100.0
621,other/,80e1c9d6-2663-4a28-84d2-d72577910203.jpg,other,100.0
622,other/,f27bd785-586b-4399-9773-424cac2fadc0.jpg,other,100.0
623,other/,68829e8d-ae1b-4238-a335-c0904d2c9e1c.jpg,other,100.0
624,other/,993ead9f-d222-46ea-93c9-812b19fd22a7.png,other,100.0
625,other/,911060e2-022e-477f-af13-bdf19cce22fd.jpg,other,100.0
626,other/,d11b5ebf-ffb9-4347-b00f-b652981fe481.png,other,99.95
627,other/,4e235b18-8fcc-4faa-995e-445fe7fed32c.png,other,100.0
628,other/,723a60b8-3c8b-4606-8493-4c5a3044e286.jpg,other,100.0
629,other/,44fa7f70-13c3-4611-a301-a84d0045cfb1.jpg,other,100.0
630,other/,34be71bb-acb7-49d9-b840-4390babb4b8b.png,other,99.98
631,other/,edc44901-81df-4875-a092-1f42d8d3774a.png,other,100.0
632,other/,fcacbcdd-8cba-436c-a10c-be195292666c.png,other,99.13
633,other/,81d95cc3-a2f4-4b09-b582-e617f745b101.png,other,99.97
634,other/,d750758f-ca25-4ba9-836d-3de5f01a2060.png,other,100.0
635,other/,2db3c55a-b761-4448-beb3-855669cbd617.png,other,99.84
636,other/,4a4c7987-0c5e-4658-98fc-4b7391d79f14.png,other,100.0
637,other/,923cf3a6-0106-42f3-9b92-e0be37b55306.jpg,other,100.0
638,other/,369ffa71-be5d-40cb-b2de-dc4977b667fe.jpg,other,100.0
639,other/,1c8e6e6b-abed-4a38-b2d7-a311cd8885eb.png,other,100.0
640,other/,3bbde724-2cc4-4618-88bd-8e61d0f14653.jpg,other,100.0
641,other/,a1c0c627-f424-4cd8-b499-970034694c93.png,other,100.0
642,other/,b6ea4500-2b88-4ca3-866e-1e34911cb4e8.png,other,100.0
643,other/,234011c9-6a8b-49d9-a6a8-b46c10faeb67.jpg,other,100.0
644,other/,597fe6eb-a9df-4234-aac5-85d3f0a2ef1b.png,other,100.0
645,other/,2726d2ad-73c8-4f12-b533-cee10212a339.jpg,other,100.0
646,other/,630fb25f-02a6-4e9a-92af-774b8259a8ef.png,other,100.0
647,other/,754c35b8-9214-4a35-b0a3-138ef8e131cf.jpg,other,99.99
648,other/,9815dd4e-7f37-4df5-9aec-3a209d442db6.jpg,other,100.0
649,other/,df09815e-cda3-4435-95bb-1e86dde686e6.jpg,other,100.0
650,other/,3d1e7462-46e6-4ded-9dbe-c6b35800481d.jpg,other,100.0
651,other/,c59f76b1-976f-4792-97cc-5bab973bf3a8.jpg,other,100.0
652,other/,bdfa29a6-1568-4c73-a8db-db782a03f37c.jpg,other,100.0
653,other/,f771b33a-823f-4db4-b54d-c017f5faf917.jpg,other,100.0
654,other/,77a01ea5-c3d6-41e1-8d75-52db4bcc48a8.jpg,other,100.0
655,other/,0aeb5d11-8b0c-4543-b799-553be530010b.jpg,other,100.0
656,other/,a1cab725-3153-489b-b7df-e9512c184c17.png,other,100.0
657,other/,bb643e09-c772-4387-a13d-010961203c96.jpg,other,100.0
658,other/,c92f85d8-9197-4ea5-8de7-1f0732e4900f.jpg,other,100.0
659,other/,a47efa03-c3e1-4543-bb5e-c52ee76e766b.jpg,other,99.98
660,other/,134670ff-f9e4-44cf-b5f7-c63cd932f5ea.png,other,100.0
661,other/,9828cc1d-1d71-4508-95e4-8ecf253d3559.png,other,100.0
662,other/,75c809f1-c752-4445-8fb2-04aea215a707.jpg,other,100.0
663,other/,c169f263-dd59-4a43-9623-93f7261f105e.jpg,other,100.0
664,other/,00ebd265-446d-476a-83a8-c6fcf5761f77.png,other,100.0
665,other/,83cd97ca-1230-4b24-80d3-c6e854a9f19b.png,other,100.0
666,other/,a87fdebd-8b45-40c6-a63d-17d43295bf6c.jpg,other,100.0
667,other/,232c11ed-c68f-457c-8557-89087eb4bcc2.jpg,other,100.0
668,other/,f3693846-6891-417c-9c5e-50b46a7aa36a.jpg,other,100.0
669,other/,eedd05e8-55d2-4bcb-bc18-1879faab1fb4.jpg,other,100.0
670,other/,d237c258-45c7-425e-9f7c-4212394742e6.jpg,other,100.0
671,other/,9d1dd574-6136-415a-8102-60d296524b1c.jpg,other,100.0
672,other/,b16dcf15-63ff-43ab-a673-5b232c7a216f.jpg,other,99.99
673,other/,cf05c35f-32f3-49fa-b1c8-67cc799c9e89.jpg,other,100.0
674,other/,454aa089-c45f-40dd-8d2a-754aed4dffed.png,other,99.99
675,other/,709b4930-5cbf-4a66-a325-282e21033307.png,other,99.99
676,other/,97c07bf3-5338-4a95-ac0d-37e86b43fc16.jpg,other,100.0
677,other/,0996823c-93fc-49c1-b582-699c62833ebe.png,other,100.0
678,other/,1619b062-f5bf-4461-a104-380787dbeddb.jpg,other,100.0
679,other/,6732f02b-6f75-4a94-87f8-541f794e4e66.png,other,100.0
